game_pk,hp_umpire_id,hp_umpire_name,game_total_k
662581,521051,Nick Mahrley,28
662582,429805,Todd Tichenor,21
662583,427019,Ted Barrett,14
662584,427019,Ted Barrett,16
662585,482631,Mike Estabrook,15
662586,427554,Jim Wolf,26
662587,598411,Nestor Ceja,19
662588,490319,Jordan Baker,20
662589,427315,Alfonso Márquez,11
662590,605670,Dan Merzel,27
662591,596740,Jansen Visconti,14
662592,605674,Ryan Wills,25
662593,427315,Alfonso Márquez,15
662594,503502,Ryan Blakney,18
662595,427533,Mark Wegner,17
662596,511890,Quinn Wolcott,14
662597,594151,Ramon De Jesus,11
662598,427013,Lance Barksdale,14
662599,605670,Dan Merzel,21
662600,483564,Dan Bellino,20
662601,427128,Rob Drake,11
662602,644760,Adam Beck,22
662603,427315,Alfonso Márquez,22
662604,482641,Adrian Johnson,19
662605,483630,John Tumpane,11
662606,428442,James Hoye,14
662607,427220,Angel Hernandez,17
662608,594151,Ramon De Jesus,18
662609,482608,Scott Barry,26
662610,596809,Ryan Additon,16
662611,608158,Nate Tomlinson,19
662612,545402,John Bacon,17
662613,427520,Larry Vanover,12
662614,482620,Chris Conroy,13
662615,665576,Brock Ballou,15
662616,594151,Ramon De Jesus,18
662617,503490,Chris Segal,19
662618,427424,Jim Reynolds,25
662619,596805,John Libka,19
662620,483912,Mike Muchlinski,13
662621,482666,D.J. Reyburn,22
662622,644760,Adam Beck,20
662623,427362,Jeff Nelson,26
662624,427044,CB Bucknor,19
662625,484499,Manny Gonzalez,12
662626,431232,Chad Fairchild,22
662627,429805,Todd Tichenor,13
662628,482663,David Rackley,22
662629,623946,Malachi Moore,17
662630,644760,Adam Beck,11
662631,482641,Adrian Johnson,12
662632,521889,Stu Scheurwater,13
662633,427044,CB Bucknor,14
662634,623946,Malachi Moore,13
662635,605674,Ryan Wills,15
662636,427197,Chris Guccione,11
662637,490319,Jordan Baker,15
662638,427113,Laz Diaz,18
662639,623949,Clint Vondrak,16
662640,482620,Chris Conroy,16
662641,427243,Marvin Hudson,12
662642,483630,John Tumpane,16
662643,521051,Nick Mahrley,11
662644,503077,Adam Hamari,14
662645,483569,Vic Carapazza,16
662646,482641,Adrian Johnson,14
662647,427339,Jerry Meals,15
662648,573597,Gabe Morales,12
662649,608093,Junior Valentine,17
662650,503490,Chris Segal,15
662651,427534,Bill Welke,15
662652,503502,Ryan Blakney,21
662653,483630,John Tumpane,9
662654,544728,Nic Lentz,11
662655,482641,Adrian Johnson,17
662656,573596,Pat Hoberg,12
662657,427144,Paul Emmel,18
662658,427129,Bruce Dreckman,13
662659,575629,Shane Livensparger,16
662660,483919,Mark Ripperger,14
662661,427093,Phil Cuzzi,11
662662,547380,Carlos Torres,18
662663,427292,Ron Kulpa,18
662664,521051,Nick Mahrley,14
662665,489985,Chad Whitson,13
662666,503586,Tripp Gibson,17
662667,521051,Nick Mahrley,17
662668,547380,Carlos Torres,8
662669,575629,Shane Livensparger,20
662670,547380,Carlos Torres,18
662671,482631,Mike Estabrook,11
662672,503077,Adam Hamari,17
662673,427248,Dan Iassogna,13
662674,623949,Clint Vondrak,16
662675,427224,Ed Hickox,10
662676,521251,Ben May,16
662677,482608,Scott Barry,9
662678,608093,Junior Valentine,13
662679,503493,Sean Barber,16
662681,483569,Vic Carapazza,16
662682,623946,Malachi Moore,20
662683,490319,Jordan Baker,17
662684,605671,Charlie Ramos,17
662685,483561,Lance Barrett,16
662686,482666,D.J. Reyburn,19
662687,484499,Manny Gonzalez,21
662688,483569,Vic Carapazza,18
662689,427224,Ed Hickox,9
662690,503077,Adam Hamari,7
662691,427362,Jeff Nelson,15
662692,427339,Jerry Meals,16
662693,427044,CB Bucknor,13
662694,483564,Dan Bellino,18
662695,427520,Larry Vanover,15
662696,554242,Edwin Moscoso,15
662697,503493,Sean Barber,16
662698,427344,Bill Miller,19
662699,608093,Junior Valentine,15
662700,484183,Cory Blaser,12
662701,427220,Angel Hernandez,18
662702,427053,Mark Carlson,11
662703,577468,Roberto Ortiz,14
662704,482641,Adrian Johnson,16
662705,427144,Paul Emmel,18
662706,573596,Pat Hoberg,20
662707,427197,Chris Guccione,15
662708,605670,Dan Merzel,13
662709,490319,Jordan Baker,22
662710,608093,Junior Valentine,14
662711,545402,John Bacon,17
662712,573769,Jeremy Riggs,14
662713,428442,James Hoye,13
662714,427220,Angel Hernandez,11
662715,427315,Alfonso Márquez,15
662716,427286,Brian Knight,22
662717,427164,Andy Fletcher,17
662718,521251,Ben May,20
662719,427220,Angel Hernandez,14
662720,521889,Stu Scheurwater,19
662721,431232,Chad Fairchild,17
662722,608093,Junior Valentine,18
662723,427093,Phil Cuzzi,24
662724,483564,Dan Bellino,14
662725,427554,Jim Wolf,16
662726,608093,Junior Valentine,14
662727,483561,Lance Barrett,20
662728,575629,Shane Livensparger,21
662729,427197,Chris Guccione,18
662730,664265,Jose Navas,13
662731,608093,Junior Valentine,22
662732,427534,Bill Welke,16
662733,427248,Dan Iassogna,20
662734,605671,Charlie Ramos,14
662735,608158,Nate Tomlinson,24
662736,428442,James Hoye,20
662737,427220,Angel Hernandez,17
662738,598411,Nestor Ceja,13
662739,427537,Hunter Wendelstedt,7
662740,427197,Chris Guccione,24
662741,427044,CB Bucknor,12
662742,608093,Junior Valentine,13
662743,503586,Tripp Gibson,21
662744,577468,Roberto Ortiz,15
662745,544728,Nic Lentz,11
662746,427243,Marvin Hudson,21
662747,639723,Brennan Miller,15
662748,427344,Bill Miller,22
662749,503077,Adam Hamari,18
662750,427537,Hunter Wendelstedt,14
662751,484183,Cory Blaser,14
662752,623946,Malachi Moore,18
662753,427286,Brian Knight,12
662754,623938,Erich Bacchus,13
662755,483919,Mark Ripperger,16
662756,484198,Alan Porter,18
662757,427093,Phil Cuzzi,19
662758,623938,Erich Bacchus,12
662759,484499,Manny Gonzalez,24
662760,596809,Ryan Additon,11
662761,490319,Jordan Baker,17
662762,427197,Chris Guccione,18
662763,427144,Paul Emmel,15
662764,573596,Pat Hoberg,16
662765,484183,Cory Blaser,13
662766,427093,Phil Cuzzi,11
662767,427292,Ron Kulpa,12
662768,483564,Dan Bellino,20
662769,575629,Shane Livensparger,15
662770,605671,Charlie Ramos,15
662771,596805,John Libka,21
662772,623949,Clint Vondrak,8
662773,427129,Bruce Dreckman,15
662774,605672,Jeremie Rehak,13
662775,554242,Edwin Moscoso,15
662776,483919,Mark Ripperger,16
662777,427520,Larry Vanover,20
662778,554242,Edwin Moscoso,19
662779,596740,Jansen Visconti,17
662780,594151,Ramon De Jesus,18
662781,482663,David Rackley,19
662782,484183,Cory Blaser,13
662783,605673,Alex Tosi,21
662784,503493,Sean Barber,24
662785,427164,Andy Fletcher,19
662786,427299,Jerry Layne,18
662787,483919,Mark Ripperger,16
662788,427286,Brian Knight,18
662789,483919,Mark Ripperger,22
662790,503490,Chris Segal,16
662791,427534,Bill Welke,22
662792,427093,Phil Cuzzi,20
662793,427164,Andy Fletcher,13
662794,484499,Manny Gonzalez,16
662795,427424,Jim Reynolds,23
662796,482641,Adrian Johnson,19
662797,521889,Stu Scheurwater,12
662798,427554,Jim Wolf,16
662799,429805,Todd Tichenor,10
662800,427128,Rob Drake,25
662801,594151,Ramon De Jesus,10
662802,427339,Jerry Meals,16
662803,489985,Chad Whitson,13
662804,503490,Chris Segal,14
662805,605671,Charlie Ramos,14
662806,427537,Hunter Wendelstedt,18
662807,596740,Jansen Visconti,14
662808,427554,Jim Wolf,18
662809,427197,Chris Guccione,13
662810,605672,Jeremie Rehak,18
662811,482608,Scott Barry,16
662812,644760,Adam Beck,14
662813,490319,Jordan Baker,18
662814,503586,Tripp Gibson,13
662815,596805,John Libka,14
662816,483564,Dan Bellino,15
662817,639723,Brennan Miller,13
662818,428442,James Hoye,17
662819,427220,Angel Hernandez,13
662820,484198,Alan Porter,22
662821,521051,Nick Mahrley,15
662822,608158,Nate Tomlinson,20
662823,427053,Mark Carlson,11
662824,427315,Alfonso Márquez,12
662825,427554,Jim Wolf,15
662826,483569,Vic Carapazza,16
662827,664265,Jose Navas,17
662828,427139,Doug Eddings,19
662829,598411,Nestor Ceja,17
662830,544728,Nic Lentz,11
662831,427013,Lance Barksdale,13
662832,575629,Shane Livensparger,15
662833,605670,Dan Merzel,16
662834,427053,Mark Carlson,14
662835,521889,Stu Scheurwater,15
662836,503077,Adam Hamari,17
662837,521051,Nick Mahrley,14
662838,490319,Jordan Baker,19
662839,644760,Adam Beck,12
662840,427344,Bill Miller,17
662841,596805,John Libka,13
662842,427139,Doug Eddings,16
662843,605674,Ryan Wills,21
662844,605672,Jeremie Rehak,10
662845,608093,Junior Valentine,19
662846,427520,Larry Vanover,14
662847,503502,Ryan Blakney,15
662848,503586,Tripp Gibson,17
662849,594151,Ramon De Jesus,22
662850,427537,Hunter Wendelstedt,9
662851,511890,Quinn Wolcott,16
662852,503490,Chris Segal,11
662853,623949,Clint Vondrak,11
662854,489985,Chad Whitson,14
662855,623938,Erich Bacchus,18
662856,427248,Dan Iassogna,17
662857,483569,Vic Carapazza,18
662858,482663,David Rackley,10
662859,554242,Edwin Moscoso,18
662860,427164,Andy Fletcher,17
662861,427299,Jerry Layne,15
662862,427362,Jeff Nelson,12
662863,521889,Stu Scheurwater,15
662864,482641,Adrian Johnson,17
662865,503586,Tripp Gibson,18
662866,575629,Shane Livensparger,18
662867,427019,Ted Barrett,17
662868,489985,Chad Whitson,25
662869,427537,Hunter Wendelstedt,11
662870,503077,Adam Hamari,13
662871,503490,Chris Segal,20
662872,427184,Greg Gibson,8
662873,608158,Nate Tomlinson,12
662874,482641,Adrian Johnson,12
662875,554242,Edwin Moscoso,14
662876,427344,Bill Miller,19
662877,427286,Brian Knight,18
662878,554242,Edwin Moscoso,17
662879,484499,Manny Gonzalez,12
662880,482620,Chris Conroy,11
662881,573769,Jeremy Riggs,11
662882,427520,Larry Vanover,15
662883,573769,Jeremy Riggs,17
662884,427344,Bill Miller,18
662885,427044,CB Bucknor,20
662886,482631,Mike Estabrook,17
662887,483630,John Tumpane,14
662888,427243,Marvin Hudson,14
662889,427139,Doug Eddings,26
662890,573769,Jeremy Riggs,26
662891,605670,Dan Merzel,17
662892,427197,Chris Guccione,14
662893,482620,Chris Conroy,12
662894,596809,Ryan Additon,14
662895,623946,Malachi Moore,12
662896,554242,Edwin Moscoso,24
662897,429805,Todd Tichenor,15
662898,544728,Nic Lentz,15
662899,427013,Lance Barksdale,18
662900,427053,Mark Carlson,20
662901,605671,Charlie Ramos,13
662902,503502,Ryan Blakney,13
662903,573597,Gabe Morales,15
662904,427044,CB Bucknor,18
662905,431232,Chad Fairchild,9
662906,623938,Erich Bacchus,13
662907,427013,Lance Barksdale,13
662908,623946,Malachi Moore,17
662909,483569,Vic Carapazza,20
662910,427299,Jerry Layne,9
662911,427197,Chris Guccione,17
662912,427053,Mark Carlson,9
662913,521051,Nick Mahrley,10
662914,573596,Pat Hoberg,20
662915,503077,Adam Hamari,15
662916,427144,Paul Emmel,26
662917,482666,D.J. Reyburn,11
662918,427019,Ted Barrett,23
662919,427044,CB Bucknor,11
662920,484499,Manny Gonzalez,9
662921,427299,Jerry Layne,21
662922,503077,Adam Hamari,17
662923,427339,Jerry Meals,17
662924,605670,Dan Merzel,16
662925,427144,Paul Emmel,11
662926,427339,Jerry Meals,25
662927,605674,Ryan Wills,17
662928,483564,Dan Bellino,18
662929,573596,Pat Hoberg,10
662930,427292,Ron Kulpa,16
662931,484198,Alan Porter,19
662932,605670,Dan Merzel,16
662933,427533,Mark Wegner,23
662934,573769,Jeremy Riggs,10
662935,605671,Charlie Ramos,17
662936,431232,Chad Fairchild,25
662937,577468,Roberto Ortiz,14
662938,605674,Ryan Wills,18
662939,503586,Tripp Gibson,18
662940,431232,Chad Fairchild,20
662941,575629,Shane Livensparger,19
662942,427554,Jim Wolf,12
662943,427013,Lance Barksdale,11
662944,427344,Bill Miller,16
662945,605674,Ryan Wills,12
662946,431232,Chad Fairchild,20
662947,504381,Will Little,18
662948,484198,Alan Porter,14
662949,503586,Tripp Gibson,18
662950,427168,Marty Foster,11
662951,598411,Nestor Ceja,18
662952,427220,Angel Hernandez,15
662953,482663,David Rackley,8
662954,427128,Rob Drake,19
662955,427053,Mark Carlson,23
662956,605670,Dan Merzel,12
662957,504381,Will Little,19
662958,427128,Rob Drake,28
662959,644760,Adam Beck,18
662960,482620,Chris Conroy,16
662961,427554,Jim Wolf,12
662962,427220,Angel Hernandez,18
662963,482666,D.J. Reyburn,10
662964,545402,John Bacon,13
662965,483630,John Tumpane,14
662966,547380,Carlos Torres,10
662967,596809,Ryan Additon,27
662968,429805,Todd Tichenor,16
662969,547380,Carlos Torres,11
662970,427292,Ron Kulpa,15
662971,639723,Brennan Miller,22
662972,427299,Jerry Layne,15
662973,489985,Chad Whitson,12
662974,484198,Alan Porter,15
662975,427286,Brian Knight,13
662976,554242,Edwin Moscoso,23
662977,544728,Nic Lentz,20
662978,503493,Sean Barber,10
662979,484198,Alan Porter,13
662980,503586,Tripp Gibson,15
662981,577468,Roberto Ortiz,17
662982,427093,Phil Cuzzi,13
662983,427019,Ted Barrett,16
662984,483569,Vic Carapazza,10
662985,598411,Nestor Ceja,9
662986,547380,Carlos Torres,16
662987,608158,Nate Tomlinson,18
662988,503490,Chris Segal,17
662989,573597,Gabe Morales,13
662990,483912,Mike Muchlinski,23
662991,482666,D.J. Reyburn,14
662992,427220,Angel Hernandez,16
662993,427184,Greg Gibson,12
662994,504381,Will Little,10
662995,483564,Dan Bellino,12
662996,427339,Jerry Meals,15
662997,503077,Adam Hamari,8
662998,427013,Lance Barksdale,12
662999,544728,Nic Lentz,15
663000,427113,Laz Diaz,19
663001,483919,Mark Ripperger,11
663002,427206,Tom Hallion,15
663003,427129,Bruce Dreckman,19
663004,427144,Paul Emmel,16
663005,573596,Pat Hoberg,20
663006,605673,Alex Tosi,20
663007,503490,Chris Segal,13
663008,503586,Tripp Gibson,12
663009,483912,Mike Muchlinski,14
663010,483569,Vic Carapazza,10
663011,427224,Ed Hickox,16
663012,427339,Jerry Meals,13
663013,521051,Nick Mahrley,13
663014,427129,Bruce Dreckman,12
663015,644760,Adam Beck,11
663016,608158,Nate Tomlinson,12
663017,427164,Andy Fletcher,22
663018,483919,Mark Ripperger,19
663019,573597,Gabe Morales,23
663020,608093,Junior Valentine,17
663021,427243,Marvin Hudson,17
663022,482641,Adrian Johnson,21
663023,483630,John Tumpane,26
663024,483564,Dan Bellino,18
663025,503493,Sean Barber,17
663026,482663,David Rackley,17
663027,483569,Vic Carapazza,16
663028,605670,Dan Merzel,23
663029,427339,Jerry Meals,22
663030,598411,Nestor Ceja,9
663031,573597,Gabe Morales,18
663032,596740,Jansen Visconti,13
663033,544728,Nic Lentz,12
663034,596740,Jansen Visconti,12
663035,623945,Alex MacKay,23
663036,428442,James Hoye,20
663037,503586,Tripp Gibson,22
663038,623938,Erich Bacchus,11
663039,511890,Quinn Wolcott,17
663040,644760,Adam Beck,17
663041,605672,Jeremie Rehak,15
663042,605672,Jeremie Rehak,11
663043,427339,Jerry Meals,13
663044,598411,Nestor Ceja,8
663045,427013,Lance Barksdale,23
663046,427224,Ed Hickox,17
663047,427053,Mark Carlson,19
663048,483561,Lance Barrett,22
663049,483569,Vic Carapazza,21
663050,427220,Angel Hernandez,19
663051,607884,Paul Clemons,19
663052,427113,Laz Diaz,19
663053,554242,Edwin Moscoso,23
663054,484198,Alan Porter,14
663055,573769,Jeremy Riggs,17
663056,596809,Ryan Additon,15
663057,490319,Jordan Baker,10
663058,575629,Shane Livensparger,14
663059,573769,Jeremy Riggs,11
663060,596809,Ryan Additon,20
663061,483630,John Tumpane,15
663062,608093,Junior Valentine,16
663063,427243,Marvin Hudson,18
663064,428442,James Hoye,16
663065,605670,Dan Merzel,13
663066,427053,Mark Carlson,13
663067,575629,Shane Livensparger,15
663068,483919,Mark Ripperger,17
663069,427184,Greg Gibson,20
663070,427128,Rob Drake,24
663071,427220,Angel Hernandez,22
663072,575629,Shane Livensparger,22
663073,482620,Chris Conroy,23
663074,427533,Mark Wegner,13
663075,427366,Brian O'Nora,20
663076,428442,James Hoye,16
663077,544728,Nic Lentz,15
663078,554242,Edwin Moscoso,15
663079,427537,Hunter Wendelstedt,18
663080,427537,Hunter Wendelstedt,9
663081,504381,Will Little,12
663082,605670,Dan Merzel,16
663083,427144,Paul Emmel,12
663084,605672,Jeremie Rehak,15
663085,427520,Larry Vanover,17
663086,644760,Adam Beck,15
663087,596740,Jansen Visconti,11
663088,427520,Larry Vanover,16
663089,504381,Will Little,23
663090,605672,Jeremie Rehak,21
663091,427164,Andy Fletcher,13
663092,427315,Alfonso Márquez,23
663093,431232,Chad Fairchild,10
663094,427113,Laz Diaz,15
663095,605670,Dan Merzel,18
663096,605673,Alex Tosi,19
663097,483569,Vic Carapazza,19
663098,482631,Mike Estabrook,21
663099,639723,Brennan Miller,11
663100,427113,Laz Diaz,15
663101,484198,Alan Porter,21
663102,573597,Gabe Morales,21
663103,547380,Carlos Torres,20
663104,484183,Cory Blaser,22
663105,427019,Ted Barrett,15
663106,482663,David Rackley,14
663107,503493,Sean Barber,17
663108,596805,John Libka,12
663109,427534,Bill Welke,13
663110,427019,Ted Barrett,16
663111,427366,Brian O'Nora,15
663112,573596,Pat Hoberg,22
663113,575629,Shane Livensparger,12
663114,623938,Erich Bacchus,15
663115,489985,Chad Whitson,20
663116,427299,Jerry Layne,19
663117,483564,Dan Bellino,22
663118,503077,Adam Hamari,19
663119,605671,Charlie Ramos,20
663120,594151,Ramon De Jesus,18
663121,644760,Adam Beck,13
663122,483561,Lance Barrett,10
663123,427424,Jim Reynolds,17
663124,577468,Roberto Ortiz,21
663125,623938,Erich Bacchus,20
663126,427144,Paul Emmel,13
663127,573769,Jeremy Riggs,17
663128,544728,Nic Lentz,11
663129,427129,Bruce Dreckman,20
663130,511890,Quinn Wolcott,14
663131,605674,Ryan Wills,20
663132,427129,Bruce Dreckman,15
663133,575629,Shane Livensparger,19
663134,503502,Ryan Blakney,18
663135,575629,Shane Livensparger,15
663136,427144,Paul Emmel,19
663137,608093,Junior Valentine,11
663138,623938,Erich Bacchus,11
663139,427144,Paul Emmel,8
663140,605673,Alex Tosi,17
663141,504381,Will Little,11
663142,573769,Jeremy Riggs,21
663143,596809,Ryan Additon,16
663144,427144,Paul Emmel,8
663145,427129,Bruce Dreckman,24
663146,596805,John Libka,16
663147,427286,Brian Knight,26
663148,489985,Chad Whitson,19
663149,427139,Doug Eddings,20
663150,427053,Mark Carlson,12
663151,483564,Dan Bellino,12
663152,554242,Edwin Moscoso,24
663153,573596,Pat Hoberg,17
663154,427344,Bill Miller,17
663155,427286,Brian Knight,11
663156,521251,Ben May,22
663157,623949,Clint Vondrak,24
663158,503493,Sean Barber,15
663159,521051,Nick Mahrley,23
663160,427533,Mark Wegner,20
663161,427113,Laz Diaz,14
663162,431232,Chad Fairchild,12
663163,483912,Mike Muchlinski,9
663164,608093,Junior Valentine,18
663165,577468,Roberto Ortiz,15
663166,605670,Dan Merzel,20
663167,596740,Jansen Visconti,15
663168,623949,Clint Vondrak,19
663169,575629,Shane Livensparger,17
663170,427139,Doug Eddings,23
663171,577468,Roberto Ortiz,20
663172,431232,Chad Fairchild,23
663173,427113,Laz Diaz,21
663174,503586,Tripp Gibson,18
663175,596809,Ryan Additon,15
663176,490319,Jordan Baker,19
663177,427053,Mark Carlson,16
663178,427019,Ted Barrett,16
663179,427129,Bruce Dreckman,17
663180,483912,Mike Muchlinski,13
663181,575629,Shane Livensparger,16
663182,521889,Stu Scheurwater,17
663183,427044,CB Bucknor,14
663184,623946,Malachi Moore,15
663185,596740,Jansen Visconti,17
663186,665576,Brock Ballou,26
663187,573596,Pat Hoberg,11
663188,644760,Adam Beck,20
663189,483912,Mike Muchlinski,13
663190,427424,Jim Reynolds,26
663191,521251,Ben May,8
663192,596805,John Libka,17
663193,644760,Adam Beck,19
663194,427197,Chris Guccione,26
663195,573596,Pat Hoberg,18
663196,483912,Mike Muchlinski,12
663197,429805,Todd Tichenor,24
663198,483569,Vic Carapazza,19
663199,483564,Dan Bellino,14
663200,482608,Scott Barry,12
663201,521251,Ben May,20
663202,431232,Chad Fairchild,22
663203,427168,Marty Foster,16
663204,544728,Nic Lentz,21
663205,427013,Lance Barksdale,18
663206,573597,Gabe Morales,15
663207,483561,Lance Barrett,21
663208,605670,Dan Merzel,12
663209,594151,Ramon De Jesus,14
663210,503586,Tripp Gibson,16
663211,427344,Bill Miller,13
663212,427366,Brian O'Nora,14
663213,521051,Nick Mahrley,12
663214,431232,Chad Fairchild,20
663215,504381,Will Little,23
663216,596805,John Libka,13
663217,427533,Mark Wegner,24
663218,427344,Bill Miller,19
663219,427248,Dan Iassogna,20
663220,427344,Bill Miller,16
663221,577468,Roberto Ortiz,19
663222,427139,Doug Eddings,25
663223,427299,Jerry Layne,19
663224,482620,Chris Conroy,14
